resto_id,resto_name,resto_type,resto_rating,rating_numbers,average_operation_hours,resto_address,check_payment,cash_payment_only,debit_card_payment,credit_card_payment,voucher_payment,phone_NFC_payment,dog_allowed,suitable_for_children,high_chair_facility,bar_facility,toilet_facility,netral_gender_toilet_facility,wifi_facility,paid_wifi_facility,free_wifi_facility,high_class_atmosphere,viral_atmosphere,comfortable_atmosphere,relaxed_atmosphere,sell_alcohol,sell_beer,sell_fast_food,sell_late_night_food,sell_organic_food,sell_cocktail,sell_coffee,all_you_can_eat,sell_halal_food,menu_for_childern,healty_menu,vegetarian_menu,sell_wine,contactless_deliverys_services,take_away,drive_through,dine_in,delivery,open_space
943,nasi goreng putra ngaliyan,Restoran Nasi Goreng,4.3,4,23.9667,"Jl. Bukit Beringin Lestari VIII, Wonosari, Kec. Ngaliyan, Kota Semarang, Jawa Tengah 50244",0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
944,Pizza Hut Restoran - Citadell Square,Restoran Pizza,4.6,1778,14.0,"Citadell Square, Jl. Prof. Dr. Hamka, Ngaliyan, Kec. Ngaliyan, Kota Semarang, Jawa Tengah 50181",0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
946,RESTORAN SOPKAKAP NGALIYAN PAKNDUT,Restoran,5.0,1,14.0,"Jl. Prof. Dr. Hamka No.39, Tambakaji, Kec. Ngaliyan, Kota Semarang, Jawa Tengah 50422",0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
947,Mie Ayam Bakso Mbak Rini,Restoran Bakso,4.2,50,8.57142857,"Jl. Kliwonan Raya No.Timur, RT.4/RW.7, Tambakaji, Kec. Ngaliyan, Kota Semarang, Jawa Tengah 50185",0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
949,Warung Makan Mak Rat,Restoran Jawa,3.4,10,23.9667,"282W+P3C, Jl. Prof. Dr. Hamka, RT.01/RW.01, Ngaliyan, Kec. Ngaliyan, Kota Semarang, Jawa Tengah 50181",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
950,Gado Gado Dan Tahu Gimbal Bu Siti,Restoran Jawa,4.4,416,10.0,"283W+7H8, Jl. Prof. Dr. Hamka, Tambakaji, Kec. Ngaliyan, Kota Semarang, Jawa Tengah 50185",0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
951,Teko Corner,Kedai Kopi,4.5,191,9.42857143,"Jl. Panembahan Senopati, Ngaliyan, Kec. Ngaliyan, Kota Semarang, Jawa Tengah 50181",0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
953,Bakso Wonogiri Pak Wanto,Restoran Bakso,4.4,136,12.0,"Jl. Wismasari Raya No.5a, Ngaliyan, Kec. Ngaliyan, Kota Semarang, Jawa Tengah 50181",0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
954,Kedai RAHAYU - SOP KAMBING & SATE KAMBING,Restoran Sate,4.5,113,7.0,"283X+J27, Jl. Prof. Dr. Hamka, Tambakaji, Kec. Ngaliyan, Kota Semarang, Jawa Tengah 50185",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
955,RM.Moro Seneng,Restoran Padang,4.2,156,13.5,"JL Honggowongso No. 18 RT 002/09, Semarang, 50159, Purwoyoso, Ngaliyan, Semarang City, Central Java 50184",0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
956,Es Teler Madura,Restoran Bubur,4.7,7,12.5,"282V+MWX, Jalan Raya, Ngaliyan, Semarang City, Central Java 50181",0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
961,Dapur Zea Pedurungan,Restoran,5.0,37,13.0,"A330, Jl. Mahesa Mukti, Pedurungan Tengah, Kec. Pedurungan, Kota Semarang, Jawa Tengah 50192",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0
963,Ngikan Yuk Pedurungan,Restoran,4.2,54,8.75,"Jl. Soekarno Hatta No.11, Pedurungan Tengah, Kec. Pedurungan, Kota Semarang, Jawa Tengah 50192",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
964,Lombok Idjo Majapahit,Restoran Jawa,4.4,3876,10.0,"Jl. Majapahit No.412, Palebon, Kec. Pedurungan, Kota Semarang, Jawa Tengah 50246",0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0
966,Rumah Makan Lugina,Restoran Padang,3.8,5,14.0,"2F3F+Q7F, Tlogomulyo, Kec. Pedurungan, Kota Semarang, Jawa Tengah 50196",0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
967,Pizza Hut Restoran,Restoran Pizza,4.5,4468,12.0,"Jl. Brigjen Sudiarto No.44, Plamongan Sari, Kec. Pedurungan, Kota Semarang, Jawa Tengah 50232",0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
969,Resto Akmalia,Rumah Makan,4.1,17,10.28571429,"Jl. KH. Thohir, RT.2/RW.5, Pedurungan Lor, Kec. Pedurungan, Kota Semarang, Jawa Tengah 50192",0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
971,Chicko wolter monginsidi semarang,Restoran,5.0,19,10.0,"Jl. Wolter Monginsidi No.108, Pedurungan Tengah, Kec. Pedurungan, Kota Semarang, Jawa Tengah 50192",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
972,YK food,Restoran Indonesia,5.0,4,14.0,"Jl. Pedurungan Tengah III No.27, Palebon, Kec. Pedurungan, Kota Semarang, Jawa Tengah 50246",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
974,Ke Jingga,Restoran,4.7,521,13.0,"Jl. Pedurungan Tengah 12 No.14, RW.9, Pedurungan Lor, Kec. Pedurungan, Kota Semarang, Jawa Tengah 50192",0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
975,Truntum Echo,Restoran Seafood,4.4,1448,10.71428571,"2FC6+23J, Jl. Truntum Raya, Tlogosari Kulon, Kec. Pedurungan, Kota Semarang, Jawa Tengah 50196",0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0
977,Soto Ayam Pak Hery,Restoran Soto Ayam,4.8,19,7.75,"Jl. Palebon Raya No.75, Palebon, Kec. Pedurungan, Kota Semarang, Jawa Tengah 50246",0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
978,Mie Gacoan Majapahit,Restoran Mie,4.3,1389,11.0,"Jl. Brigjen Sudiarto No.326, Pedurungan Lor, Kec. Pedurungan, Kota Semarang, Jawa Tengah",0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0
979,Bebek Goreng Mbak Ririn,Restoran Masakan Ayam,4.6,499,9.5,"Jalan Soekarno Hatta No. 45A, Central Pedurungan, Pedurungan, Pedurungan Tengah, Kec. Pedurungan, Kota Semarang, Jawa Tengah 50246",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0
980,Pariwangi Restoran Nusantara,Restoran Indonesia,4.8,62,12.0,"Jl. Supriyadi No.211, Kalicari, Kec. Pedurungan, Kota Semarang, Jawa Tengah 50198",0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0
981,Seafood Ricky,Restoran Seafood,4.1,16,17.0,"Pedurungan Tengah, Kec. Pedurungan, Kota Semarang, Jawa Tengah 50246",0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0
985,Gudeg Yogya Bulu,Restoran Jawa,4.5,291,10.5,"Jl. Mgr Sugiyopranoto No.20, Bulustalan, Kec. Semarang Sel., Kota Semarang, Jawa Tengah 50245",0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0
986,Kedai Korokeling,Restoran Seafood,4.4,957,8.85714286,"Jl. Brigjen Sudiarto No.520, Pedurungan Lor, Kec. Pedurungan, Kota Semarang, Jawa Tengah 50192",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0
987,"WARUNG PENYET "" REJENU """,Restoran Masakan Ayam,4.1,30,5.98568571,"XFRF+F22, Pedurungan Tengah, Kec. Pedurungan, Kota Semarang, Jawa Tengah 50246",0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
988,Casa Pizzang,Restoran,4.8,17,17.14285714,"Jl. Wolter Monginsidi No.32, Pedurungan Tengah, Kec. Pedurungan, Kota Semarang, Jawa Tengah 50192",0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0
989,Take Out Semarang,Restoran,4.5,13,7.71428571,"Jl. Pekunden, Pekunden, Kec. Semarang Tengah, Kota Semarang, Jawa Tengah 50134",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
990,McDonald's Majapahit Semarang,Restoran Cepat Saji,4.5,11242,23.9667,"Jl. Brigjen Sudiarto No.326 B-C, Palebon, Kec. Pedurungan, Kota Semarang, Jawa Tengah 50246",0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
992,Bakmi Jowo Bang Jum,Restoran Mie,4.4,363,18.5,"XFRC+X7M, Jl. Pedurungan Tengah 6, Palebon, Kec. Pedurungan, Kota Semarang, Jawa Tengah 50246",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0
994,Sate Ayam Pedurungan Bu Ida (Asli Madura),Restoran Sate,4.9,14,5.0,"Jl. Majapahit, Pedurungan Lor, Kec. Pedurungan, Kota Semarang, Jawa Tengah",0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
995,KERANG SEDEP,Restoran Seafood,4.5,294,11.28571429,"Jl. Soekarno Hatta Kelurahan No.67, RT.01/RW.02, Pedurungan Tengah, Kec. Pedurungan, Kota Semarang, Jawa Tengah 50246",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0
996,Mlinjo Cafe and Resto Semarang,Restoran Indonesia,4.6,352,14.0,"Jl. Erlangga Timur No.19, Pleburan, Kec. Semarang Sel., Kota Semarang, Jawa Tengah 50241",0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
998,EAT.LOVERS MAJAPAHIT,Restoran,4.6,914,10.0,"Jl. Majapahit No.377, Gemah, Kec. Pedurungan, Kota Semarang, Jawa Tengah 50246",0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0
999,SHOJIN RAMEN & UDON SEMARANG,Restoran Jepang,4.3,155,10.64285714,"Jl. Wolter Monginsidi No.645, Pedurungan Tengah, Kec. Pedurungan, Kota Semarang, Jawa Tengah",0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
1000,Nasi Gudeg Bu Ella,Restoran Jawa,4.7,45,6.85714286,"Jl. Merpati Tengah No.4 no 5, RT.04/RW.09, Pedurungan Tengah, Kec. Pedurungan, Kota Semarang, Jawa Tengah 50192",0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
1001,Eten Daar,Restoran,4.3,1318,11.0,"Jl. Soekarno Hatta No.12, Kalicari, Kec. Pedurungan, Kota Semarang, Jawa Tengah 50196",0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
1002,Tahu Gemol Semarang,Restoran Tahu,5.0,5,7.0,"Alfamart, Teras, Jl. Soekarno Hatta, Pedurungan Tengah, Kec. Pedurungan, Kota Semarang, Jawa Tengah 50246",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
1003,SATE TUSUK,Restoran Sate,4.5,2,7.71428571,"Jl. Pedurungan Tengah IX No.C, Pedurungan Tengah, Kec. Pedurungan, Kota Semarang, Jawa Tengah 50192",0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
1004,Ayam Panggang Lombok Cengis,Restoran Masakan Ayam,4.3,1075,11.5,"Jl. Soekarno Hatta G No.180, Palebon, Kec. Pedurungan, Kota Semarang, Jawa Tengah 50166",0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0
1006,Chung Gi Wa,Restoran Barbeque Korea,4.5,1509,12.0,"Jl. Sultan Agung No.69, Gajahmungkur, Kec. Gajahmungkur, Kota Semarang, Jawa Tengah 50232",0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0
1007,Angkringan Teraz,Rumah Makan,4.0,3,7.0,"Jl. Palebon Raya No.190, Palebon, Kec. Pedurungan, Kota Semarang, Jawa Tengah 50199",0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
1008,YUAN Kuliner,Rumah Makan,4.1,9,14.0,"Jl. Merpati No.Dalam, RT.3/RW.9, Pedurungan Tengah, Kec. Pedurungan, Kota Semarang, Jawa Tengah 50192",0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0
1009,Depot Makan Pak Djan,Rumah Makan,4.8,74,11.5,"XFW9+PF6, Jl. Soekarno Hatta, Pedurungan Tengah, Kec. Pedurungan, Kota Semarang, Jawa Tengah 50192",0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
1010,Pondok Lalapan Mampir Dahar,Rumah Makan,4.3,38,11.28571429,"Jl. Palebon Raya Jl. Soekarno Hatta No.193B, Palebon, Kec. Pedurungan, Kota Semarang, Jawa Tengah 50246",0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
1012,Emess Food,Restoran,4.0,1,5.71428571,"Jl. Palebon VI No.27A, RT.08/RW.03, Palebon, Kec. Pedurungan, Kota Semarang, Jawa Tengah 50199",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0
1013,Kebab & sushi mr.habibi,Kedai Sarapan & Makan Siang,5.0,2,14.0,"Jl. Pedurungan Tengah IV No.48, Pedurungan Tengah, Kec. Pedurungan, Kota Semarang, Jawa Tengah 50192",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0
1014,Kedai susu & seafood,Restoran Seafood,4.3,51,13.71428571,"Jl. Palebon Raya No.81, Palebon, Kec. Pedurungan, Kota Semarang, Jawa Tengah 50246",0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
1015,Super Penyet,Restoran Masakan Ayam,4.3,36,12.5,"Jl. Brigjen Sudiarto No.324, Pedurungan Lor, Kec. Pedurungan, Kota Semarang, Jawa Tengah 50192",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0
1016,Warung Makan Assyifa,Restoran Jawa,5.0,3,15.0,"2F26+HHF, Jl. Kalicari 2, Palebon, Kec. Pedurungan, Kota Semarang, Jawa Tengah 59567",0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
1017,Garasi Ergo Semarang,Restoran Masakan Barat,4.7,773,14.0,"Jl. Siwalan No.1, Wonodri, Kec. Semarang Sel., Kota Semarang, Jawa Tengah 50242",0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0
1018,Rumah Makan Mande,Rumah Makan,4.9,26,12.5,"Rm Padang Mande jalan Wolter Monginsidi no 91 semarang, RT.1/RW9, Pedurungan Tengah, Kec. Pedurungan, Kota Semarang, Jawa Tengah",0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
